Player Named,Player Nationality,Player Position,Player Age,90 Minutes Played,Shot-Creating Actions (SCA),Shot-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Goal-Creating Actions (GCA),Goal-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Matches Played
Bento,br BRA,GK,24-328,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Esquivel,ar ARG,DF,22-202,4.0,9.0,2.25,7.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Kaique Rocha,br BRA,DF,23-065,4.0,3.0,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick,br BRA,MF,26-171,3.9,7.0,1.79,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernandinho,br BRA,MF,38-365,3.7,22.0,5.96,15.0,5.0,0.0,0.0,1.0,1.0,3.0,0.81,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Toms Cuello,ar ARG,"FW,MF",24-059,2.4,11.0,4.63,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Godoy,ar ARG,DF,29-005,3.2,3.0,0.95,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Thiago Heleno,br BRA,DF,35-229,3.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustn Canobbio,uy URU,"FW,MF",25-215,2.9,13.0,4.53,9.0,0.0,1.0,1.0,2.0,0.0,2.0,0.7,1.0,0.0,1.0,0.0,0.0,0.0,Matches
Pablo,br BRA,"FW,MF",31-315,2.6,8.0,3.08,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julimar,br BRA,"FW,MF",23-099,2.3,6.0,2.61,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Gonzalo Mastriani,uy URU,"FW,MF",31-005,1.4,1.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Christian,br BRA,"FW,MF",23-136,1.2,2.0,1.68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateo Gamarra,py PAR,DF,23-196,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Mdson,br BRA,DF,32-111,0.8,2.0,2.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filipinho,br BRA,"MF,FW",22-198,0.6,1.0,1.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",21-352,1.3,3.0,2.39,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Alex Santana,br BRA,"MF,FW",28-356,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jos Vitor Silva Neves,br BRA,"FW,MF",24-001,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niko,br BRA,"MF,FW",31-279,0.3,1.0,3.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Santiago Arias,co COL,DF,32-111,4.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Felipe,br BRA,GK,28-020,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Juba,br BRA,DF,24-248,4.0,11.0,2.75,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jean Lucas,br BRA,MF,25-316,4.0,15.0,3.75,12.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Thaciano,br BRA,FW,28-357,3.5,6.0,1.7,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Caio Alexandre,br BRA,MF,25-069,3.3,7.0,2.14,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Everton Ribeiro,br BRA,"FW,MF",35-023,3.1,11.0,3.5,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.64,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Cauly Oliveira Souza,br BRA,"MF,FW",28-231,3.4,17.0,5.05,8.0,4.0,4.0,0.0,1.0,0.0,2.0,0.59,0.0,1.0,1.0,0.0,0.0,0.0,Matches
Gabriel,br BRA,DF,22-363,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vctor Cuesta,ar ARG,DF,35-166,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kanu,br BRA,DF,27-057,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ademir Santos,br BRA,"FW,MF",29-077,1.5,4.0,2.59,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Rezende,br BRA,"MF,DF",29-122,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everaldo Stum,br BRA,FW,32-303,1.4,5.0,3.46,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.69,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Oscar Estupian,co COL,FW,27-126,0.6,2.0,3.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Biel,br BRA,"FW,MF",23-032,1.2,7.0,5.94,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos de Pena,uy URU,"FW,MF",32-053,0.5,3.0,6.28,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Rato,br BRA,FW,28-155,0.1,2.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cicinho,bg BUL,MF,35-129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Borr,co COL,FW,28-231,4.0,9.0,2.25,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ren,br BRA,DF,31-232,4.0,16.0,4.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Rochet,uy URU,GK,31-041,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vito,br BRA,DF,24-091,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mauricio,br BRA,MF,22-347,3.7,16.0,4.29,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wesley,br BRA,"FW,MF",25-034,3.4,17.0,5.07,10.0,1.0,4.0,0.0,2.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabricio Bustos,ar ARG,"DF,MF",28-005,3.2,9.0,2.84,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Thiago Maia,br BRA,MF,27-041,2.7,6.0,2.21,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Henrique,br BRA,MF,34-195,2.6,14.0,5.38,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.38,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Wanderson,br BRA,"FW,MF",29-209,2.0,2.0,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Mercado,ar ARG,DF,37-046,2.5,4.0,1.6,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Lucca Holanda,br BRA,"FW,DF",21-031,1.4,3.0,2.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Robert Renan,br BRA,DF,20-205,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando,br BRA,"MF,DF",36-283,1.1,3.0,2.67,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Romulo,br BRA,MF,24-063,0.9,1.0,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Mallo,es ESP,DF,32-316,0.8,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Gomes,br BRA,MF,23-029,0.6,6.0,9.31,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo Prado,br BRA,"FW,MF",18-332,1.2,3.0,2.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Alario,ar ARG,"FW,MF",31-208,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Dias,br BRA,DF,27-086,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor Gomes,br BRA,DF,23-058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anderson,br BRA,GK,26-059,4.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marlon,br BRA,DF,26-349,4.0,12.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Matches
William,br BRA,DF,29-030,4.0,14.0,3.5,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Pereira,pt POR,FW,27-364,3.9,14.0,3.6,8.0,2.0,2.0,0.0,1.0,1.0,1.0,0.26,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Lucas Silva,br BRA,MF,31-077,3.2,6.0,1.85,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Silva,br BRA,FW,32-029,3.1,3.0,0.96,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arthur,br BRA,FW,25-305,2.9,9.0,3.06,7.0,0.0,0.0,1.0,1.0,0.0,3.0,1.02,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Joo Marcelo,br BRA,DF,23-325,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Romero,ar ARG,MF,30-015,2.9,14.0,4.75,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Neris,br BRA,DF,31-321,2.6,2.0,0.78,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Ramiro Benetti,br BRA,MF,30-347,2.4,3.0,1.23,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Z Ivaldo,br BRA,"DF,MF",27-072,2.5,3.0,1.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jos Cifuentes,ec ECU,MF,25-052,0.8,1.0,1.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Machado,br BRA,MF,28-104,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
lvaro Barreal,ar ARG,"FW,MF",23-260,1.5,7.0,4.81,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.37,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Elias,br BRA,FW,25-021,0.9,1.0,1.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateus Vital,br BRA,MF,26-081,0.8,2.0,2.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Veron,br BRA,"MF,DF",21-243,0.7,2.0,2.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Robert,br BRA,DF,19-020,0.1,2.0,16.36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joo Pedro,br BRA,FW,21-091,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabrcio Bruno,br BRA,DF,28-081,4.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustn Rossi,ar ARG,GK,28-256,4.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ayrton Lucas,br BRA,DF,26-319,3.9,7.0,1.78,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lo Pereira,br BRA,DF,28-093,3.8,7.0,1.82,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick Pulgar,cl CHI,MF,30-109,3.5,4.0,1.14,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro,br BRA,FW,26-318,3.5,7.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.57,0.0,0.0,0.0,1.0,1.0,0.0,Matches
Luiz Arajo,br BRA,FW,27-336,3.4,10.0,2.97,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Bruno Henrique,br BRA,FW,33-125,3.3,11.0,3.3,7.0,0.0,2.0,0.0,2.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Nicols De La Cruz,uy URU,MF,26-337,3.0,12.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Giorgian De Arrascaeta,uy URU,MF,29-337,2.8,8.0,2.89,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guillermo Varela,uy URU,DF,31-040,2.7,4.0,1.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Allan,br BRA,MF,27-061,2.0,3.0,1.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everton Soares,br BRA,FW,28-042,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matas Via,uy URU,DF,26-176,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlinhos,br BRA,FW,27-081,0.7,,,,,,,,,,,,,,,,,Matches
Gerson,br BRA,"MF,DF",26-349,1.0,3.0,3.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wesley,br BRA,DF,20-240,0.3,2.0,7.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lorran,br BRA,"MF,FW",17-304,0.2,1.0,4.09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Victor Hugo,br BRA,FW,19-358,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor,br BRA,MF,21-057,0.1,2.0,16.36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mathas Villasanti,py PAR,MF,27-100,4.0,6.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Yeferson Soteldo,ve VEN,FW,26-308,3.0,8.0,2.69,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Cristaldo,ar ARG,MF,27-262,3.1,18.0,5.85,11.0,6.0,0.0,0.0,1.0,0.0,1.0,0.32,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Ely,br BRA,DF,30-182,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustn Marchesn,ar ARG,GK,36-048,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joo Pedro,br BRA,DF,27-170,3.0,4.0,1.33,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Du Queiroz,br BRA,MF,24-105,2.5,2.0,0.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo Martins Santos,br BRA,DF,21-266,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joo Pedro,it ITA,FW,32-055,2.3,2.0,0.87,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fbio,br BRA,DF,33-299,2.3,5.0,2.2,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Dodi,br BRA,MF,28-016,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Cuiabano,br BRA,DF,21-077,1.8,2.0,1.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Costa,es ESP,FW,35-209,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Pavn,ar ARG,FW,28-103,1.2,6.0,4.86,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Walter Kannemann,ar ARG,DF,33-050,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo Nunes,br BRA,FW,18-165,2.3,2.0,0.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Cabral,br BRA,GK,33-349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Geromel,br BRA,DF,38-225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Z Guilherme,br BRA,DF,19-048,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edenlson,br BRA,FW,34-137,0.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan Fernandes,br BRA,"FW,MF",19-077,1.3,2.0,1.58,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Everton,br BRA,FW,27-047,0.4,1.0,2.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nata,br BRA,"MF,DF",22-333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ronald,br BRA,MF,21-082,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Fagundes,br BRA,DF,37-054,3.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Hermes,br BRA,"DF,MF",29-092,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.67,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Fellipe Mateus,br BRA,MF,33-081,2.9,11.0,3.78,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Barreto,br BRA,MF,28-145,2.9,3.0,1.05,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Higor Merito,br BRA,MF,29-315,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Claudinho,br BRA,DF,23-222,2.7,8.0,2.98,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos Gabriel,br BRA,MF,33-287,2.6,8.0,3.1,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Walisson Maia,br BRA,DF,32-256,2.2,1.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Alisson,br BRA,GK,28-330,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yannick Bolasie,cd COD,FW,34-345,1.9,9.0,4.76,4.0,0.0,3.0,0.0,2.0,0.0,3.0,1.59,2.0,0.0,1.0,0.0,0.0,0.0,Matches
Miguel Trauco,pe PER,"DF,MF",31-252,1.1,1.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Arthur,br BRA,"FW,MF",31-323,1.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gustavo,br BRA,GK,31-054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
der,it ITA,FW,37-170,1.0,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Renato Kayser,br BRA,FW,28-076,0.9,1.0,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wilker ngel,ve VEN,DF,31-046,0.8,1.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Felipe Vizeu,br BRA,FW,27-052,0.3,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yerson Candelo,co COL,DF,32-069,0.3,2.0,6.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheusinho,br BRA,"FW,MF",26-082,0.3,1.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Newton,br BRA,MF,24-052,0.2,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateo Barcia,uy URU,MF,23-074,0.1,1.0,7.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.5,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Elidson,br BRA,MF,21-047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emanuel Brtez,ar ARG,DF,32-038,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
